"","data_id","language","form","age","gender","mom_ed","comprehension","production"
"10023",66709,"Norwegian","WS",34,"Male",NA,713,713
"10024",66710,"Norwegian","WS",25,"Female",NA,641,641
"10025",66711,"Norwegian","WS",27,"Male",NA,592,592
"10026",66712,"Norwegian","WS",27,"Male",NA,500,500
"10027",66713,"Norwegian","WS",25,"Male","Secondary",94,94
"10028",66714,"Norwegian","WS",28,"Male","Secondary",120,120
"10029",66715,"Norwegian","WS",31,"Male","Secondary",241,241
"10030",66716,"Norwegian","WS",25,"Female",NA,187,187
"10031",66717,"Norwegian","WS",25,"Female",NA,566,566
"10032",66718,"Norwegian","WS",27,"Female",NA,617,617
"10033",66719,"Norwegian","WS",25,"Female",NA,307,307
"10034",66720,"Norwegian","WS",27,"Male","Secondary",261,261
"10035",66721,"Norwegian","WS",25,"Female","Secondary",669,669
"10036",66722,"Norwegian","WS",27,"Female","Secondary",671,671
"10037",66723,"Norwegian","WS",32,"Female","Secondary",724,724
"10038",66724,"Norwegian","WS",25,"Male",NA,61,61
"10039",66725,"Norwegian","WS",25,"Female","Graduate",263,263
"10040",66726,"Norwegian","WS",27,"Female","Graduate",397,397
"10041",66727,"Norwegian","WS",27,"Male",NA,304,304
"10042",66728,"Norwegian","WS",27,"Female",NA,564,564
"10043",66729,"Norwegian","WS",25,"Male",NA,632,632
"10044",66730,"Norwegian","WS",27,"Male","Secondary",426,426
"10045",66731,"Norwegian","WS",25,"Female",NA,623,623
"10046",66732,"Norwegian","WS",31,"Female",NA,708,708
"10047",66733,"Norwegian","WS",25,"Male",NA,232,232
"10048",66734,"Norwegian","WS",27,"Female",NA,408,408
"10049",66735,"Norwegian","WS",31,"Female",NA,522,522
"10050",66736,"Norwegian","WS",34,"Female",NA,647,647
"10051",66737,"Norwegian","WS",25,"Male","Secondary",393,393
"10052",66738,"Norwegian","WS",25,"Male",NA,618,618
"10053",66739,"Norwegian","WS",26,"Female",NA,608,608
"10054",66740,"Norwegian","WS",27,"Male",NA,318,318
"10055",66741,"Norwegian","WS",25,"Male","Graduate",302,302
"10056",66742,"Norwegian","WS",26,"Female","Graduate",409,409
"10057",66743,"Norwegian","WS",25,"Female",NA,685,685
"10058",66744,"Norwegian","WS",25,"Male",NA,165,165
"10059",66745,"Norwegian","WS",25,"Female","Graduate",333,333
"10060",66746,"Norwegian","WS",27,"Female","Graduate",414,414
"10061",66747,"Norwegian","WS",25,"Male",NA,50,50
"10062",66748,"Norwegian","WS",31,"Male",NA,133,133
"10063",66749,"Norwegian","WS",25,"Male","Primary",187,187
"10064",66750,"Norwegian","WS",25,"Female",NA,638,638
"10065",66751,"Norwegian","WS",25,"Male",NA,286,286
"10066",66752,"Norwegian","WS",28,"Male",NA,359,359
"10067",66753,"Norwegian","WS",26,"Female","Graduate",266,266
"10068",66754,"Norwegian","WS",25,"Male","Graduate",304,304
"10069",66755,"Norwegian","WS",31,"Male","Graduate",540,540
"10070",66756,"Norwegian","WS",28,"Male",NA,466,466
"10071",66757,"Norwegian","WS",31,"Male",NA,648,648
"10072",66758,"Norwegian","WS",26,"Female",NA,598,598
"10073",66759,"Norwegian","WS",28,"Female",NA,638,638
"10074",66760,"Norwegian","WS",25,"Female",NA,428,428
"10075",66761,"Norwegian","WS",26,"Female","Graduate",294,294
"10076",66762,"Norwegian","WS",27,"Male","Graduate",578,578
"10077",66763,"Norwegian","WS",25,"Male","Graduate",247,247
"10078",66764,"Norwegian","WS",32,"Male","Graduate",530,530
"10079",66765,"Norwegian","WS",25,"Male","Graduate",516,516
"10080",66766,"Norwegian","WS",27,"Female","Secondary",356,356
"10081",66767,"Norwegian","WS",27,"Female",NA,405,405
"10082",66768,"Norwegian","WS",29,"Female",NA,463,463
"10083",66769,"Norwegian","WS",32,"Female",NA,597,597
"10084",66770,"Norwegian","WS",35,"Female",NA,639,639
"10085",66771,"Norwegian","WS",25,"Male",NA,55,55
"10086",66772,"Norwegian","WS",25,"Female","Graduate",374,374
"10087",66773,"Norwegian","WS",25,"Male",NA,428,428
"10088",66774,"Norwegian","WS",31,"Male",NA,675,675
"10089",66775,"Norwegian","WS",27,"Female","Graduate",555,555
"10090",66776,"Norwegian","WS",29,"Female","Graduate",643,643
"10091",66777,"Norwegian","WS",31,"Female","Graduate",649,649
"10092",66778,"Norwegian","WS",25,"Male","Graduate",432,432
"10093",66779,"Norwegian","WS",28,"Female",NA,406,406
"10094",66780,"Norwegian","WS",31,"Female",NA,610,610
"10095",66781,"Norwegian","WS",27,"Female","Secondary",495,495
"10096",66782,"Norwegian","WS",26,"Male",NA,559,559
"10097",66783,"Norwegian","WS",25,"Male","Secondary",277,277
"10098",66784,"Norwegian","WS",27,"Female",NA,408,408
"10099",66785,"Norwegian","WS",25,"Male",NA,116,116
"10100",66786,"Norwegian","WS",25,"Female",NA,316,316
"10101",66787,"Norwegian","WS",27,"Male",NA,195,195
"10102",66788,"Norwegian","WS",25,"Female",NA,637,637
"10103",66789,"Norwegian","WS",25,"Male","Graduate",406,406
"10104",66790,"Norwegian","WS",27,"Male","Graduate",456,456
"10105",66791,"Norwegian","WS",29,"Male","Graduate",487,487
"10106",66792,"Norwegian","WS",27,"Male",NA,453,453
"10107",66793,"Norwegian","WS",28,"Male",NA,497,497
"10108",66794,"Norwegian","WS",26,"Female",NA,715,715
"10109",66795,"Norwegian","WS",25,"Female","Graduate",311,311
"10110",66796,"Norwegian","WS",28,"Male",NA,133,133
"10111",66797,"Norwegian","WS",31,"Male",NA,296,296
"10112",66798,"Norwegian","WS",28,"Female",NA,508,508
"10113",66799,"Norwegian","WS",26,"Female",NA,425,425
"10114",66800,"Norwegian","WS",31,"Female",NA,529,529
"10115",66801,"Norwegian","WS",27,"Female",NA,551,551
"10116",66802,"Norwegian","WS",25,"Female",NA,584,584
"10117",66803,"Norwegian","WS",31,"Female",NA,701,701
"10118",66804,"Norwegian","WS",26,"Female","Graduate",441,441
"10119",66805,"Norwegian","WS",28,"Female","Graduate",451,451
"10120",66806,"Norwegian","WS",28,"Male",NA,252,252
"10121",66807,"Norwegian","WS",25,"Female",NA,224,224
"10122",66808,"Norwegian","WS",28,"Female",NA,307,307
"10123",66809,"Norwegian","WS",32,"Female",NA,369,369
"10124",66810,"Norwegian","WS",25,"Female","Graduate",459,459
"10125",66811,"Norwegian","WS",28,"Female","Graduate",557,557
"10126",66812,"Norwegian","WS",34,"Female","Graduate",661,661
"10127",66813,"Norwegian","WS",28,"Male","Graduate",478,478
"10128",66814,"Norwegian","WS",29,"Male","Graduate",580,580
"10129",66815,"Norwegian","WS",31,"Male","Graduate",637,637
"10130",66816,"Norwegian","WS",33,"Male","Graduate",678,678
"10131",66817,"Norwegian","WS",34,"Male","Graduate",699,699
"10132",66818,"Norwegian","WS",36,"Male","Graduate",715,715
"10133",66819,"Norwegian","WS",25,"Male",NA,458,458
"10134",66820,"Norwegian","WS",25,"Female","Graduate",653,653
"10135",66821,"Norwegian","WS",31,"Female","Graduate",689,689
"10136",66822,"Norwegian","WS",25,"Male","Graduate",425,425
"10137",66823,"Norwegian","WS",25,"Female",NA,207,207
"10138",66824,"Norwegian","WS",25,"Male","Secondary",432,432
"10139",66825,"Norwegian","WS",26,"Female","Graduate",595,595
"10140",66826,"Norwegian","WS",26,"Male",NA,156,156
"10141",66827,"Norwegian","WS",28,"Male",NA,240,240
"10142",66828,"Norwegian","WS",32,"Male",NA,496,496
"10143",66829,"Norwegian","WS",26,"Female","Graduate",583,583
"10144",66830,"Norwegian","WS",28,"Female","Graduate",665,665
"10145",66831,"Norwegian","WS",25,"Male",NA,348,348
"10146",66832,"Norwegian","WS",27,"Male","Secondary",631,631
"10147",66833,"Norwegian","WS",25,"Male","Secondary",137,137
"10148",66834,"Norwegian","WS",26,"Female",NA,573,573
"10149",66835,"Norwegian","WS",31,"Female",NA,637,637
"10150",66836,"Norwegian","WS",26,"Male",NA,319,319
"10151",66837,"Norwegian","WS",26,"Female","Secondary",458,458
"10152",66838,"Norwegian","WS",25,"Male","Graduate",375,375
"10153",66839,"Norwegian","WS",27,"Male","Graduate",488,488
"10154",66840,"Norwegian","WS",28,"Male","Graduate",528,528
"10155",66841,"Norwegian","WS",31,"Male","Graduate",605,605
"10156",66842,"Norwegian","WS",33,"Male","Graduate",666,666
"10157",66843,"Norwegian","WS",35,"Male","Graduate",709,709
"10158",66844,"Norwegian","WS",25,"Female","Secondary",682,682
"10159",66845,"Norwegian","WS",27,"Female","Secondary",668,668
"10160",66846,"Norwegian","WS",25,"Male",NA,523,523
"10161",66847,"Norwegian","WS",31,"Male",NA,564,564
"10162",66848,"Norwegian","WS",26,"Female","Graduate",631,631
"10163",66849,"Norwegian","WS",25,"Female",NA,644,644
"10164",66850,"Norwegian","WS",27,"Male","Secondary",242,242
"10165",66851,"Norwegian","WS",25,"Female","Graduate",266,266
"10166",66852,"Norwegian","WS",27,"Female","Graduate",383,383
"10167",66853,"Norwegian","WS",28,"Female","Graduate",372,372
"10168",66854,"Norwegian","WS",33,"Female","Graduate",583,583
"10169",66855,"Norwegian","WS",35,"Female","Graduate",596,596
"10170",66856,"Norwegian","WS",26,"Male",NA,254,254
"10171",66857,"Norwegian","WS",27,"Male","Secondary",250,250
"10172",66858,"Norwegian","WS",26,"Male","Secondary",151,151
"10173",66859,"Norwegian","WS",25,"Female",NA,524,524
"10174",66860,"Norwegian","WS",26,"Female",NA,345,345
"10175",66861,"Norwegian","WS",25,"Male",NA,467,467
"10176",66862,"Norwegian","WS",25,"Female","Graduate",538,538
"10177",66863,"Norwegian","WS",31,"Female","Graduate",667,667
"10178",66864,"Norwegian","WS",25,"Male",NA,369,369
"10179",66865,"Norwegian","WS",25,"Female","Graduate",591,591
"10180",66866,"Norwegian","WS",25,"Male",NA,546,546
"10181",66867,"Norwegian","WS",32,"Male",NA,603,603
"10182",66868,"Norwegian","WS",26,"Female","Graduate",671,671
"10183",66869,"Norwegian","WS",25,"Male",NA,289,289
"10184",66870,"Norwegian","WS",26,"Male",NA,206,206
"10185",66871,"Norwegian","WS",31,"Male",NA,478,478
"10186",66872,"Norwegian","WS",28,"Male","Secondary",144,144
"10187",66873,"Norwegian","WS",26,"Female","Graduate",515,515
"10188",66874,"Norwegian","WS",26,"Female","Secondary",175,175
"10189",66875,"Norwegian","WS",28,"Male","Graduate",655,655
"10190",66876,"Norwegian","WS",26,"Female","Graduate",272,272
"10191",66877,"Norwegian","WS",31,"Female","Graduate",530,530
"10192",66878,"Norwegian","WS",25,"Male","Secondary",465,465
"10193",66879,"Norwegian","WS",27,"Female",NA,496,496
"10194",66880,"Norwegian","WS",31,"Female",NA,679,679
"10195",66881,"Norwegian","WS",26,"Female","Graduate",596,596
"10196",66882,"Norwegian","WS",31,"Female","Graduate",680,680
"10197",66883,"Norwegian","WS",28,"Female",NA,589,589
"10198",66884,"Norwegian","WS",26,"Female","Graduate",641,641
"10199",66885,"Norwegian","WS",31,"Female","Graduate",709,709
"10200",66886,"Norwegian","WS",28,"Male",NA,509,509
"10201",66887,"Norwegian","WS",29,"Male",NA,623,623
"10202",66888,"Norwegian","WS",26,"Female",NA,371,371
"10203",66889,"Norwegian","WS",26,"Female",NA,67,67
"10204",66890,"Norwegian","WS",26,"Female","Graduate",336,336
"10205",66891,"Norwegian","WS",28,"Female",NA,533,533
"10206",66892,"Norwegian","WS",26,"Male","Graduate",691,691
"10207",66893,"Norwegian","WS",29,"Male",NA,301,301
"10208",66894,"Norwegian","WS",26,"Male","Graduate",328,328
"10209",66895,"Norwegian","WS",26,"Female","Graduate",465,465
"10210",66896,"Norwegian","WS",27,"Female","Graduate",482,482
"10211",66897,"Norwegian","WS",26,"Male",NA,606,606
"10212",66898,"Norwegian","WS",26,"Female","Secondary",5,5
"10213",66899,"Norwegian","WS",31,"Female","Secondary",0,0
"10214",66900,"Norwegian","WS",26,"Female","Graduate",529,529
"10215",66901,"Norwegian","WS",31,"Female","Graduate",694,694
"10216",66902,"Norwegian","WS",26,"Female",NA,286,286
"10217",66903,"Norwegian","WS",27,"Female",NA,358,358
"10218",66904,"Norwegian","WS",30,"Female",NA,500,500
"10219",66905,"Norwegian","WS",28,"Male",NA,661,661
"10220",66906,"Norwegian","WS",31,"Male",NA,683,683
"10221",66907,"Norwegian","WS",26,"Female",NA,176,176
"10222",66908,"Norwegian","WS",28,"Female",NA,185,185
"10223",66909,"Norwegian","WS",31,"Female",NA,335,335
"10224",66910,"Norwegian","WS",28,"Female","Secondary",54,54
"10225",66911,"Norwegian","WS",31,"Female","Secondary",159,159
"10226",66912,"Norwegian","WS",28,"Female",NA,673,673
"10227",66913,"Norwegian","WS",28,"Male",NA,403,403
"10228",66914,"Norwegian","WS",26,"Female","Graduate",340,340
"10229",66915,"Norwegian","WS",27,"Female","Graduate",425,425
"10230",66916,"Norwegian","WS",28,"Female",NA,706,706
"10231",66917,"Norwegian","WS",26,"Male","Secondary",409,409
"10232",66918,"Norwegian","WS",26,"Male","Graduate",462,462
"10233",66919,"Norwegian","WS",27,"Male","Graduate",602,602
"10234",66920,"Norwegian","WS",30,"Male","Graduate",679,679
"10235",66921,"Norwegian","WS",26,"Female",NA,667,667
"10236",66922,"Norwegian","WS",26,"Female","Graduate",543,543
"10237",66923,"Norwegian","WS",28,"Female","Graduate",589,589
"10238",66924,"Norwegian","WS",28,"Male",NA,492,492
"10239",66925,"Norwegian","WS",26,"Male","Graduate",555,555
"10240",66926,"Norwegian","WS",31,"Male","Graduate",670,670
"10241",66927,"Norwegian","WS",26,"Male","Secondary",109,109
"10242",66928,"Norwegian","WS",32,"Male","Secondary",165,165
"10243",66929,"Norwegian","WS",26,"Female",NA,623,623
"10244",66930,"Norwegian","WS",28,"Male",NA,371,371
"10245",66931,"Norwegian","WS",32,"Male",NA,679,679
"10246",66932,"Norwegian","WS",26,"Female","Secondary",609,609
"10247",66933,"Norwegian","WS",28,"Male",NA,342,342
"10248",66934,"Norwegian","WS",26,"Female","Graduate",304,304
"10249",66935,"Norwegian","WS",26,"Female",NA,595,595
"10250",66936,"Norwegian","WS",33,"Female",NA,719,719
"10251",66937,"Norwegian","WS",26,"Female","Secondary",480,480
"10252",66938,"Norwegian","WS",28,"Female",NA,652,652
"10253",66939,"Norwegian","WS",28,"Male","Secondary",186,186
"10254",66940,"Norwegian","WS",30,"Male","Secondary",541,541
"10255",66941,"Norwegian","WS",32,"Male","Secondary",529,529
"10256",66942,"Norwegian","WS",34,"Male","Secondary",701,701
"10257",66943,"Norwegian","WS",28,"Female",NA,157,157
"10258",66944,"Norwegian","WS",31,"Female",NA,138,138
"10259",66945,"Norwegian","WS",26,"Female","Graduate",605,605
"10260",66946,"Norwegian","WS",28,"Male",NA,618,618
"10261",66947,"Norwegian","WS",31,"Male",NA,706,706
"10262",66948,"Norwegian","WS",28,"Female","Secondary",326,326
"10263",66949,"Norwegian","WS",26,"Male",NA,99,99
"10264",66950,"Norwegian","WS",26,"Female",NA,722,722
"10265",66951,"Norwegian","WS",26,"Male","Secondary",382,382
"10266",66952,"Norwegian","WS",26,"Female","Graduate",550,550
"10267",66953,"Norwegian","WS",27,"Female","Graduate",561,561
"10268",66954,"Norwegian","WS",28,"Female","Graduate",558,558
"10269",66955,"Norwegian","WS",30,"Female","Graduate",653,653
"10270",66956,"Norwegian","WS",31,"Female","Graduate",650,650
"10271",66957,"Norwegian","WS",32,"Female","Graduate",678,678
"10272",66958,"Norwegian","WS",34,"Female","Graduate",704,704
"10273",66959,"Norwegian","WS",35,"Female","Graduate",686,686
"10274",66960,"Norwegian","WS",26,"Female","Secondary",342,342
"10275",66961,"Norwegian","WS",31,"Female","Secondary",551,551
"10276",66962,"Norwegian","WS",26,"Male",NA,655,655
"10277",66963,"Norwegian","WS",26,"Female","Graduate",419,419
"10278",66964,"Norwegian","WS",27,"Female","Graduate",569,569
"10279",66965,"Norwegian","WS",28,"Female","Graduate",628,628
"10280",66966,"Norwegian","WS",31,"Female","Graduate",665,665
"10281",66967,"Norwegian","WS",27,"Male","Graduate",382,382
"10282",66968,"Norwegian","WS",26,"Female",NA,513,513
"10283",66969,"Norwegian","WS",28,"Female","Graduate",381,381
"10284",66970,"Norwegian","WS",28,"Male","Secondary",232,232
"10285",66971,"Norwegian","WS",30,"Male","Secondary",262,262
"10286",66972,"Norwegian","WS",26,"Male",NA,601,601
"10287",66973,"Norwegian","WS",31,"Male",NA,634,634
"10288",66974,"Norwegian","WS",28,"Female",NA,385,385
"10289",66975,"Norwegian","WS",28,"Male","Graduate",274,274
"10290",66976,"Norwegian","WS",28,"Female","Primary",574,574
"10291",66977,"Norwegian","WS",31,"Female","Primary",688,688
"10292",66978,"Norwegian","WS",26,"Female",NA,317,317
"10293",66979,"Norwegian","WS",28,"Male","Secondary",521,521
"10294",66980,"Norwegian","WS",28,"Male","Graduate",619,619
"10295",66981,"Norwegian","WS",26,"Male","Secondary",292,292
"10296",66982,"Norwegian","WS",26,"Female","Secondary",674,674
"10297",66983,"Norwegian","WS",26,"Male","Secondary",134,134
"10298",66984,"Norwegian","WS",26,"Female","Graduate",435,435
"10299",66985,"Norwegian","WS",31,"Female","Graduate",664,664
"10300",66986,"Norwegian","WS",28,"Male",NA,323,323
"10301",66987,"Norwegian","WS",28,"Male",NA,683,683
"10302",66988,"Norwegian","WS",26,"Male","Graduate",613,613
"10303",66989,"Norwegian","WS",32,"Male","Graduate",698,698
"10304",66990,"Norwegian","WS",26,"Female","Graduate",395,395
"10305",66991,"Norwegian","WS",26,"Male","Primary",55,55
"10306",66992,"Norwegian","WS",30,"Male","Primary",200,200
"10307",66993,"Norwegian","WS",26,"Female","Graduate",633,633
"10308",66994,"Norwegian","WS",26,"Female","Secondary",651,651
"10309",66995,"Norwegian","WS",26,"Male",NA,631,631
"10310",66996,"Norwegian","WS",28,"Female","Graduate",553,553
"10311",66997,"Norwegian","WS",26,"Male",NA,12,12
"10312",66998,"Norwegian","WS",27,"Male",NA,22,22
"10313",66999,"Norwegian","WS",28,"Male",NA,20,20
"10314",67000,"Norwegian","WS",30,"Male",NA,34,34
"10315",67001,"Norwegian","WS",31,"Male",NA,33,33
"10316",67002,"Norwegian","WS",32,"Male",NA,24,24
"10317",67003,"Norwegian","WS",33,"Male",NA,29,29
"10318",67004,"Norwegian","WS",28,"Female","Secondary",527,527
"10319",67005,"Norwegian","WS",26,"Female","Graduate",627,627
"10320",67006,"Norwegian","WS",30,"Female","Graduate",692,692
"10321",67007,"Norwegian","WS",26,"Female",NA,408,408
"10322",67008,"Norwegian","WS",26,"Female",NA,630,630
"10323",67009,"Norwegian","WS",31,"Female",NA,661,661
"10324",67010,"Norwegian","WS",26,"Female","Graduate",576,576
"10325",67011,"Norwegian","WS",28,"Male",NA,385,385
"10326",67012,"Norwegian","WS",32,"Male",NA,402,402
"10327",67013,"Norwegian","WS",26,"Female","Primary",721,721
"10328",67014,"Norwegian","WS",26,"Male",NA,352,352
"10329",67015,"Norwegian","WS",32,"Male",NA,523,523
"10330",67016,"Norwegian","WS",26,"Female",NA,464,464
"10331",67017,"Norwegian","WS",26,"Female",NA,588,588
"10332",67018,"Norwegian","WS",26,"Male",NA,506,506
"10333",67019,"Norwegian","WS",26,"Male","Secondary",493,493
"10334",67020,"Norwegian","WS",31,"Male","Secondary",638,638
"10335",67021,"Norwegian","WS",26,"Male",NA,141,141
"10336",67022,"Norwegian","WS",26,"Female",NA,429,429
"10337",67023,"Norwegian","WS",26,"Male","Secondary",66,66
"10338",67024,"Norwegian","WS",28,"Male","Secondary",71,71
"10339",67025,"Norwegian","WS",29,"Male","Secondary",93,93
"10340",67026,"Norwegian","WS",30,"Male","Secondary",107,107
"10341",67027,"Norwegian","WS",26,"Male",NA,676,676
"10342",67028,"Norwegian","WS",28,"Male","Graduate",266,266
"10343",67029,"Norwegian","WS",26,"Male",NA,361,361
"10344",67030,"Norwegian","WS",26,"Female",NA,426,426
"10345",67031,"Norwegian","WS",26,"Male",NA,410,410
"10346",67032,"Norwegian","WS",26,"Female","Graduate",565,565
"10347",67033,"Norwegian","WS",27,"Male","Graduate",622,622
"10348",67034,"Norwegian","WS",26,"Female","Secondary",424,424
"10349",67035,"Norwegian","WS",26,"Male",NA,185,185
"10350",67036,"Norwegian","WS",28,"Male","Primary",614,614
"10351",67037,"Norwegian","WS",26,"Female",NA,712,712
"10352",67038,"Norwegian","WS",29,"Female",NA,430,430
"10353",67039,"Norwegian","WS",26,"Female",NA,450,450
"10354",67040,"Norwegian","WS",27,"Female",NA,528,528
"10355",67041,"Norwegian","WS",29,"Female",NA,599,599
"10356",67042,"Norwegian","WS",26,"Male",NA,376,376
"10357",67043,"Norwegian","WS",26,"Male","Graduate",582,582
"10358",67044,"Norwegian","WS",28,"Male","Graduate",453,453
"10359",67045,"Norwegian","WS",26,"Female","Secondary",522,522
"10360",67046,"Norwegian","WS",31,"Female","Secondary",679,679
"10361",67047,"Norwegian","WS",28,"Female","Secondary",634,634
"10362",67048,"Norwegian","WS",26,"Female","Graduate",715,715
"10363",67049,"Norwegian","WS",32,"Female","Graduate",720,720
"10364",67050,"Norwegian","WS",26,"Male","Graduate",314,314
"10365",67051,"Norwegian","WS",26,"Female","Graduate",304,304
"10366",67052,"Norwegian","WS",27,"Male",NA,371,371
"10367",67053,"Norwegian","WS",26,"Female","Graduate",355,355
"10368",67054,"Norwegian","WS",26,"Male","Secondary",502,502
"10369",67055,"Norwegian","WS",28,"Female","Graduate",658,658
"10370",67056,"Norwegian","WS",28,"Male","Graduate",533,533
"10371",67057,"Norwegian","WS",28,"Male","Secondary",398,398
"10372",67058,"Norwegian","WS",28,"Female","Graduate",594,594
"10373",67059,"Norwegian","WS",28,"Male","Graduate",76,76
"10374",67060,"Norwegian","WS",28,"Male",NA,179,179
"10375",67061,"Norwegian","WS",26,"Female","Graduate",587,587
"10376",67062,"Norwegian","WS",26,"Male","Graduate",243,243
"10377",67063,"Norwegian","WS",28,"Male","Secondary",511,511
"10378",67064,"Norwegian","WS",26,"Female",NA,664,664
"10379",67065,"Norwegian","WS",26,"Male","Graduate",566,566
"10380",67066,"Norwegian","WS",32,"Male","Graduate",663,663
"10381",67067,"Norwegian","WS",26,"Female","Secondary",646,646
"10382",67068,"Norwegian","WS",26,"Female",NA,516,516
"10383",67069,"Norwegian","WS",30,"Female",NA,603,603
"10384",67070,"Norwegian","WS",26,"Female",NA,442,442
"10385",67071,"Norwegian","WS",26,"Female","Secondary",257,257
"10386",67072,"Norwegian","WS",28,"Female","Secondary",464,464
"10387",67073,"Norwegian","WS",33,"Female","Secondary",667,667
"10388",67074,"Norwegian","WS",26,"Male","Graduate",57,57
"10389",67075,"Norwegian","WS",28,"Male","Graduate",149,149
"10390",67076,"Norwegian","WS",30,"Male","Graduate",239,239
"10391",67077,"Norwegian","WS",32,"Male","Graduate",368,368
"10392",67078,"Norwegian","WS",33,"Male","Graduate",465,465
"10393",67079,"Norwegian","WS",34,"Male","Graduate",552,552
"10394",67080,"Norwegian","WS",28,"Male",NA,514,514
"10395",67081,"Norwegian","WS",26,"Male","Graduate",500,500
"10396",67082,"Norwegian","WS",26,"Female",NA,437,437
"10397",67083,"Norwegian","WS",27,"Male",NA,226,226
"10398",67084,"Norwegian","WS",28,"Male","Graduate",596,596
"10399",67085,"Norwegian","WS",26,"Female","Graduate",500,500
"10400",67086,"Norwegian","WS",29,"Male","Secondary",677,677
"10401",67087,"Norwegian","WS",26,"Female",NA,511,511
"10402",67088,"Norwegian","WS",26,"Male","Secondary",274,274
"10403",67089,"Norwegian","WS",26,"Male",NA,439,439
"10404",67090,"Norwegian","WS",28,"Female",NA,277,277
"10405",67091,"Norwegian","WS",26,"Male",NA,587,587
"10406",67092,"Norwegian","WS",28,"Male","Graduate",562,562
"10407",67093,"Norwegian","WS",32,"Male","Graduate",655,655
"10408",67094,"Norwegian","WS",26,"Male","Secondary",272,272
"10409",67095,"Norwegian","WS",30,"Female","Graduate",620,620
"10410",67096,"Norwegian","WS",26,"Female",NA,231,231
"10411",67097,"Norwegian","WS",32,"Female",NA,372,372
"10412",67098,"Norwegian","WS",26,"Male","Graduate",331,331
"10413",67099,"Norwegian","WS",33,"Male","Graduate",471,471
"10414",67100,"Norwegian","WS",28,"Female",NA,378,378
"10415",67101,"Norwegian","WS",26,"Male",NA,20,20
"10416",67102,"Norwegian","WS",27,"Male","Graduate",464,464
"10417",67103,"Norwegian","WS",32,"Male","Graduate",590,590
"10418",67104,"Norwegian","WS",26,"Female",NA,688,688
"10419",67105,"Norwegian","WS",28,"Female",NA,686,686
"10420",67106,"Norwegian","WS",26,"Male","Graduate",63,63
"10421",67107,"Norwegian","WS",27,"Male",NA,585,585
"10422",67108,"Norwegian","WS",28,"Female","Graduate",500,500
"10423",67109,"Norwegian","WS",26,"Female","Graduate",379,379
"10424",67110,"Norwegian","WS",28,"Female","Secondary",152,152
"10425",67111,"Norwegian","WS",32,"Female","Secondary",379,379
"10426",67112,"Norwegian","WS",26,"Female",NA,292,292
"10427",67113,"Norwegian","WS",26,"Male","Secondary",478,478
"10428",67114,"Norwegian","WS",26,"Male","Secondary",545,545
"10429",67115,"Norwegian","WS",26,"Female",NA,494,494
"10430",67116,"Norwegian","WS",26,"Female","Graduate",7,7
"10431",67117,"Norwegian","WS",28,"Female","Graduate",28,28
"10432",67118,"Norwegian","WS",33,"Female","Graduate",63,63
"10433",67119,"Norwegian","WS",26,"Female","Secondary",620,620
"10434",67120,"Norwegian","WS",26,"Female","Secondary",610,610
"10435",67121,"Norwegian","WS",26,"Female","Graduate",493,493
"10436",67122,"Norwegian","WS",26,"Male","Graduate",653,653
"10437",67123,"Norwegian","WS",28,"Male",NA,628,628
"10438",67124,"Norwegian","WS",26,"Female",NA,643,643
"10439",67125,"Norwegian","WS",32,"Female",NA,669,669
"10440",67126,"Norwegian","WS",26,"Male",NA,539,539
"10441",67127,"Norwegian","WS",26,"Female","Secondary",210,210
"10442",67128,"Norwegian","WS",32,"Female","Secondary",633,633
"10443",67129,"Norwegian","WS",26,"Female",NA,487,487
"10444",67130,"Norwegian","WS",28,"Female",NA,590,590
"10445",67131,"Norwegian","WS",26,"Female",NA,688,688
"10446",67132,"Norwegian","WS",28,"Female",NA,618,618
"10447",67133,"Norwegian","WS",27,"Male",NA,343,343
"10448",67134,"Norwegian","WS",28,"Female","Secondary",369,369
"10449",67135,"Norwegian","WS",27,"Female",NA,378,378
"10450",67136,"Norwegian","WS",32,"Female",NA,562,562
"10451",67137,"Norwegian","WS",28,"Male",NA,281,281
"10452",67138,"Norwegian","WS",31,"Male",NA,499,499
"10453",67139,"Norwegian","WS",32,"Male",NA,498,498
"10454",67140,"Norwegian","WS",34,"Male",NA,577,577
"10455",67141,"Norwegian","WS",26,"Female",NA,661,661
"10456",67142,"Norwegian","WS",26,"Female","Secondary",120,120
"10457",67143,"Norwegian","WS",28,"Female",NA,581,581
"10458",67144,"Norwegian","WS",33,"Female",NA,585,585
"10459",67145,"Norwegian","WS",34,"Female",NA,592,592
"10460",67146,"Norwegian","WS",29,"Male","Secondary",717,717
"10461",67147,"Norwegian","WS",28,"Female","Secondary",491,491
"10462",67148,"Norwegian","WS",26,"Male","Secondary",582,582
"10463",67149,"Norwegian","WS",26,"Female","Graduate",562,562
"10464",67150,"Norwegian","WS",28,"Female","Graduate",634,634
"10465",67151,"Norwegian","WS",26,"Female","Graduate",620,620
"10466",67152,"Norwegian","WS",32,"Female","Graduate",707,707
"10467",67153,"Norwegian","WS",26,"Male",NA,552,552
"10468",67154,"Norwegian","WS",26,"Male","Graduate",200,200
"10469",67155,"Norwegian","WS",33,"Male","Graduate",540,540
"10470",67156,"Norwegian","WS",26,"Female","Secondary",144,144
"10471",67157,"Norwegian","WS",26,"Female",NA,600,600
